Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,26,1590,314,17,5.4,4.1,88.7,116.0,7.1,32.5,.254,.397,.304,.305,.344,34.7,17.7,7.2,3.96,3.91
2017,27,1179,211,11,5.2,3.6,86.4,110.1,10.3,30.8,.236,.374,.290,.278,.348,28.1,24.3,6.3,3.75,3.27
2018,28,1999,344,20,5.8,4.0,87.9,112.5,10.1,34.3,.221,.361,.309,.270,.354,31.7,27.0,4.4,3.02,3.04
2019,29,1445,255,17,6.7,4.6,89.2,117.4,10.8,24.3,.234,.382,.294,.284,.353,38.4,25.1,5.4,3.47,3.51
2020,30,815,161,17,10.6,7.7,91.2,112.1,12.3,37.9,.296,.546,.373,.384,.445,39.1,18.2,8.2,5.84,6.65
2021,31,1686,305,31,10.2,7.2,90.0,119.0,17.2,33.4,.256,.466,.335,.339,.408,40.3,21.8,7.0,4.80,4.95
2022,32,2033,403,37,9.2,6.9,88.9,115.8,12.2,34.7,.251,.395,.268,.294,.353,37.2,20.7,3.7,3.02,3.57
