Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,25,1102,198,10,5.1,3.6,87.2,110.8,15.7,27.3,.228,.371,.313,.294,.337,27.8,21.0,7.5,3.76,3.54
2016,26,2274,386,24,6.2,4.1,87.9,113.9,17.0,32.6,.226,.402,.321,.317,.358,31.6,21.3,10.6,3.85,4.25
2017,27,1723,341,28,8.2,6.0,88.2,111.3,15.6,33.1,.273,.483,.360,.357,.387,37.4,15.6,9.1,6.14,5.66
2018,28,774,133,6,4.5,3.0,89.4,109.2,11.9,32.3,.233,.361,.277,.301,.362,36.8,24.8,8.9,4.09,3.81
2019,29,1061,197,13,6.6,4.6,88.6,110.2,16.1,32.5,.273,.462,.375,.345,.392,37.6,18.7,10.2,6.53,5.37
