Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,27,60,17,0,0.0,0.0,91.3,110.2,4.0,23.5,.316,.345,.462,.289,.325,35.3,10.5,0.0,15.00,3.48
