Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2019,25,269,37,2,5.4,3.1,92.5,111.4,14.3,32.4,.249,.395,.315,.346,.401,48.6,25.0,15.6,5.65,5.41
2020,26,241,35,2,5.7,3.4,90.3,108.8,11.3,45.7,.264,.461,.345,.376,.434,48.6,23.7,15.3,6.57,6.32
2021,27,104,21,2,9.5,7.1,95.3,111.5,9.8,33.3,.319,.569,.388,.411,.448,66.7,14.3,7.1,2.70,7.86
2022,28,694,93,4,4.3,2.5,86.6,109.1,14.9,40.9,.212,.305,.354,.282,.340,38.7,29.8,11.8,4.50,3.27
