Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2019,26,344,65,5,7.7,5.4,89.3,106.8,10.5,36.9,.259,.454,.360,.321,.409,35.4,24.7,5.4,5.48,4.57
