Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2020,25,194,29,6,20.7,13.0,90.1,109.0,23.1,55.2,.355,.824,.541,.529,.621,44.8,17.4,17.4,11.88,16.08
2021,26,2171,350,33,9.4,6.3,88.8,112.6,13.7,33.4,.256,.456,.369,.348,.397,37.1,21.2,10.9,5.48,5.26
2022,27,1380,223,11,4.9,3.3,87.6,118.0,10.0,30.5,.248,.365,.308,.317,.345,32.7,20.5,11.4,4.38,4.20
