Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2018,22,2234,435,20,4.6,3.4,88.1,112.9,7.0,28.0,.247,.357,.290,.301,.322,31.6,16.5,8.6,3.08,3.81
2019,23,2711,508,30,5.9,4.2,89.1,112.5,9.1,32.5,.257,.415,.307,.329,.353,38.6,17.2,9.9,4.19,4.82
2020,24,858,161,6,3.7,2.8,89.2,113.9,7.5,32.9,.270,.397,.236,.323,.348,39.1,16.3,7.9,2.47,4.45
2021,25,2348,422,46,10.9,7.5,90.0,114.1,7.9,37.0,.292,.505,.358,.380,.437,45.0,19.6,10.4,5.39,6.47
2022,26,2275,456,30,6.6,4.9,89.3,112.9,6.7,28.7,.256,.405,.337,.323,.349,41.4,16.5,9.2,5.09,4.37
