Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,27,179,33,4,12.1,8.9,94.8,109.2,6.2,42.4,.304,.599,.421,.394,.520,57.6,24.4,2.2,6.52,6.90
