Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,31,809,127,5,3.9,2.4,88.1,112.3,12.6,29.9,.208,.313,.254,.251,.338,36.2,30.7,7.3,2.46,2.55
2016,32,907,133,9,6.8,4.0,89.9,112.9,20.6,27.1,.166,.307,.264,.221,.326,36.8,35.7,4.9,2.64,2.03
2017,33,513,84,13,15.5,10.7,91.4,109.7,23.4,38.1,.268,.601,.395,.390,.468,40.7,20.7,9.1,7.27,7.00
2018,34,730,128,10,7.8,5.3,86.7,111.5,22.6,34.4,.181,.331,.257,.245,.309,32.0,26.3,5.8,2.94,2.50
