Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,24,596,96,4,4.2,2.8,87.3,106.7,5.3,30.2,.261,.374,.359,.328,.362,42.7,20.3,11.2,6.37,4.49
2016,25,388,84,3,3.6,2.8,88.1,110.6,11.0,27.4,.272,.399,.328,.333,.326,31.0,10.3,11.2,3.24,4.74
2017,26,535,122,4,3.3,2.6,88.8,115.7,5.1,36.1,.327,.489,.340,.378,.397,36.9,11.1,8.5,5.79,6.49
2018,27,1227,254,16,6.3,4.7,90.1,111.8,8.6,30.3,.284,.454,.375,.369,.369,38.8,11.3,12.8,5.42,6.04
