Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,23,346,66,5,7.6,5.3,90.7,109.2,16.4,37.9,.244,.517,.300,.366,.414,36.4,18.9,10.5,2.31,5.77
2021,29,83,13,0,0.0,0.0,81.7,111.4,19.1,53.8,.344,.453,.369,.382,.452,30.8,21.1,10.5,13.50,6.56
2022,30,963,126,16,12.7,6.9,88.3,110.4,20.2,42.9,.207,.359,.309,.297,.401,35.7,33.8,11.3,3.31,3.64
