Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,25,265,52,1,1.9,1.4,87.6,112.0,5.9,28.8,.268,.332,.330,.317,.321,32.7,15.3,12.5,5.63,4.16
2016,26,731,122,6,4.9,3.1,88.4,111.8,-0.2,32.0,.210,.344,.272,.270,.340,33.6,28.0,8.8,4.53,3.02
2017,27,905,154,8,5.2,3.7,89.2,111.5,6.1,28.6,.259,.400,.311,.328,.351,34.4,17.8,10.0,3.48,4.67
2018,28,394,61,5,8.2,5.1,89.2,110.2,6.3,29.5,.213,.347,.363,.291,.345,34.4,26.5,11.2,4.56,3.55
2020,30,50,7,0,0.0,0.0,88.6,100.1,10.8,42.9,.262,.356,.297,.365,.379,28.6,23.1,23.1,0.00,5.89
2021,31,529,99,7,7.1,5.0,90.0,112.6,10.4,34.3,.232,.393,.317,.285,.356,39.4,23.7,5.0,3.67,3.39
2022,32,230,35,0,0.0,0.0,83.8,105.8,13.9,31.4,.196,.248,.248,.274,.238,25.7,17.0,17.0,1.46,3.08
