Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2020,29,119,18,2,11.1,6.7,87.8,106.8,-2.2,38.9,.202,.355,.266,.236,.393,38.9,40.0,0.0,2.35,2.32
2021,30,88,21,2,9.5,8.7,92.5,109.9,12.7,33.3,.290,.503,.631,.334,.350,42.9,4.3,4.3,29.70,4.79
2022,31,125,27,1,3.7,2.9,87.0,110.2,-8.4,22.2,.248,.364,.306,.303,.305,37.0,11.4,11.4,4.91,3.80
