Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,30,727,168,10,6.0,4.9,88.5,113.3,7.7,35.7,.306,.490,.374,.352,.399,38.7,13.7,2.9,6.75,5.27
2016,31,1001,202,3,1.5,1.1,87.1,113.0,2.1,25.7,.228,.312,.229,.248,.300,28.7,21.2,3.7,1.53,2.55
2017,32,849,195,6,3.1,2.5,86.2,109.8,-0.3,30.8,.299,.404,.290,.310,.362,35.9,15.7,3.7,2.85,4.12
2018,33,926,196,15,7.7,6.1,88.4,114.1,2.0,28.1,.272,.446,.347,.317,.378,39.6,17.4,2.0,5.22,4.27
