Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2018,24,436,94,3,3.2,2.5,90.2,109.2,16.8,31.9,.278,.422,.342,.326,.358,42.4,15.0,5.0,3.54,4.54
2020,26,109,20,2,10.0,6.9,88.0,108.0,21.9,35.0,.237,.560,.305,.345,.453,25.0,24.1,6.9,6.43,5.16
2021,27,610,106,10,9.4,6.1,89.5,109.6,19.3,33.0,.217,.410,.283,.303,.368,40.6,24.8,9.7,2.40,3.87
2022,28,780,119,14,11.8,7.5,90.1,109.2,19.5,34.5,.222,.409,.300,.302,.388,50.4,28.3,8.0,3.33,3.78
