Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2019,26,311,41,4,9.8,5.3,89.0,111.9,11.8,31.7,.284,.490,.380,.389,.491,41.5,28.0,12.0,7.63,7.14
2020,27,237,31,3,9.7,5.3,92.3,107.4,-0.5,25.8,.174,.328,.230,.254,.355,51.6,36.8,8.8,1.23,2.68
2021,28,1031,142,13,9.2,5.1,89.1,120.0,12.3,25.4,.173,.296,.257,.251,.320,33.8,33.6,9.9,2.14,2.62
2022,29,989,159,11,6.9,4.3,90.3,114.8,12.5,28.9,.223,.348,.238,.284,.361,45.9,28.3,8.1,2.11,3.31
