Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020,OAK,AL,17,0,0,7.36,2,0,0,3.2,4,3,3,2,2,4,1.64
2021,OAK,AL,502,8,5,4.07,24,21,0,119.1,105,55,54,19,41,123,1.22
2022,OAK,AL,577,5,9,4.23,26,26,0,134.0,121,68,63,16,59,98,1.34
