Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1989,PHI,NL,91,1,3,5.89,4,4,0,18.1,19,13,12,2,19,7,2.07
1990,PHI,NL,255,3,2,3.30,11,11,0,57.1,47,21,21,1,43,41,1.57
1991,PHI,NL,272,1,7,4.87,12,12,0,61.0,54,34,33,4,41,42,1.56
1993,CLE,AL,194,3,4,5.31,10,6,0,42.1,52,26,25,3,20,27,1.70
1994,CLE,AL,368,5,2,4.57,14,13,0,82.2,91,47,42,7,34,59,1.51
1995,CLE,AL,165,0,0,6.09,15,2,1,34.0,37,24,23,4,32,25,2.03
1996,CAL,AL,620,5,7,6.84,35,20,0,130.1,150,110,99,14,74,82,1.72
1999,NYY,AL,336,7,2,3.60,55,0,1,75.0,66,39,30,7,40,49,1.41
2000,NYY,AL,428,3,2,5.04,63,4,1,96.1,100,58,54,10,42,53,1.47
2001,KC,AL,327,1,5,3.02,73,0,0,80.1,71,32,27,8,28,61,1.23
2002,KC,AL,310,4,7,3.91,70,0,1,71.1,64,32,31,4,37,59,1.42
2003,KC,AL,346,2,6,5.16,76,0,0,75.0,88,47,43,6,36,58,1.65
2004,KC,AL,118,3,3,3.38,32,0,0,26.2,24,11,10,1,15,18,1.46
2004,BAL,AL,167,2,4,4.21,41,0,0,36.1,37,25,17,3,20,21,1.57
2004,2 Teams,,285,5,7,3.86,73,0,0,63.0,61,36,27,4,35,39,1.52
2005,BAL,AL,93,1,2,5.73,22,0,0,22.0,24,15,14,5,9,10,1.50
