Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021,CHC,NL,58,2,1,3.68,14,0,0,14.2,13,6,6,2,1,18,0.95
2022,CHC,NL,178,1,4,2.66,47,1,1,44.0,36,19,13,2,11,50,1.07
2022,NYY,AL,51,0,0,2.13,13,0,3,12.2,9,4,3,1,4,12,1.03
