Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,TB,AL,160,2,1,2.92,40,0,0,37.0,34,15,12,3,16,32,1.35
2012,TB,AL,83,2,2,5.09,15,0,0,17.2,16,12,10,2,12,15,1.58
2013,TB,AL,83,3,1,6.52,26,0,0,19.1,18,15,14,4,7,29,1.29
2014,TB,AL,138,2,2,3.71,29,0,0,34.0,28,14,14,5,11,24,1.15
