Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,NYY,AL,649,9,7,3.88,29,29,0,155.1,140,72,67,21,51,144,1.23
2018,NYY,AL,116,2,0,3.62,6,6,0,27.1,25,11,11,3,12,23,1.35
2019,NYY,AL,19,0,0,6.75,2,1,0,4.0,7,3,3,1,0,5,1.75
2020,NYY,AL,193,2,3,5.11,10,10,0,44.0,48,27,25,7,9,47,1.30
2021,NYY,AL,661,6,7,3.83,30,30,0,157.1,150,73,67,19,51,162,1.28
2022,NYY,AL,469,3,3,3.69,21,21,0,114.2,103,48,47,15,23,97,1.10
2022,STL,NL,255,6,3,3.11,11,11,0,63.2,56,24,22,6,13,61,1.08
2022,2 Teams,,724,9,6,3.48,32,32,0,178.1,159,72,69,21,36,158,1.09
