Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,NYM,NL,99,0,4,7.59,8,4,0,21.1,27,21,18,5,8,17,1.64
2013,NYM,NL,34,0,1,10.29,3,1,0,7.0,12,8,8,2,3,3,2.14
2013,COL,NL,91,0,3,9.95,4,4,0,19.0,33,21,21,4,2,8,1.84
2013,2 Teams,,125,0,4,10.04,7,5,0,26.0,45,29,29,6,5,11,1.92
2014,HOU,AL,619,11,9,2.73,25,25,0,154.2,117,53,47,13,41,157,1.02
2015,HOU,AL,859,19,7,3.89,32,32,0,203.2,207,89,88,19,53,171,1.28
2016,HOU,AL,796,13,10,4.34,33,33,0,184.2,206,92,89,25,54,177,1.41
2017,HOU,AL,271,5,2,3.55,12,12,0,63.1,62,27,25,7,20,62,1.29
2018,HOU,AL,283,6,2,1.99,58,0,0,72.1,45,18,16,6,21,94,0.91
2019,HOU,AL,317,4,5,4.70,35,8,0,74.2,62,41,39,12,30,82,1.23
2021,TB,AL,247,6,1,1.55,37,7,1,64.0,48,15,11,3,12,74,0.94
2022,ATL,NL,272,3,2,2.60,58,0,0,69.1,51,20,20,5,14,75,0.94
