Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,NYM,NL,275,0,6,4.55,57,0,0,65.1,58,36,33,8,21,69,1.21
2018,NYM,NL,253,0,7,6.07,46,0,2,56.1,62,39,38,8,23,58,1.51
2019,NYM,NL,80,1,1,4.58,17,0,1,19.2,18,10,10,3,3,22,1.07
2020,NYM,NL,35,0,0,13.50,5,0,0,6.0,12,9,9,1,4,2,2.67
2021,SEA,AL,264,10,3,3.06,62,0,11,64.2,42,24,22,10,24,104,1.02
2022,SEA,AL,242,5,4,2.67,65,0,20,64.0,32,21,19,10,17,72,0.77
