Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2010,PHI,NL,232,1,3,4.30,47,0,0,52.1,67,27,25,2,17,29,1.61
2011,PHI,NL,243,1,4,3.32,45,0,1,57.0,54,26,21,9,24,39,1.37
