Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2016,OAK,AL,281,2,4,4.24,24,6,2,70.0,72,35,33,9,6,27,1.11
2017,OAK,AL,65,0,0,7.98,6,0,0,14.2,19,13,13,5,1,10,1.36
