Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2009,DET,AL,53,0,1,7.94,9,0,0,11.1,13,11,10,2,6,9,1.68
2010,DET,AL,12,0,0,10.13,2,0,0,2.2,4,3,3,2,0,0,1.50
2012,MIN,AL,141,2,1,2.06,35,0,0,35.0,25,9,8,3,9,32,0.97
2013,MIN,AL,244,5,2,3.92,73,0,0,62.0,51,28,27,9,12,73,1.02
2014,MIN,AL,260,5,6,3.98,73,0,1,63.1,64,29,28,7,10,51,1.17
2015,MIN,AL,257,4,6,3.55,62,0,0,63.1,61,26,25,6,8,41,1.09
2016,MIN,AL,63,1,0,7.90,14,0,0,13.2,21,12,12,5,3,12,1.76
2016,LAD,NL,106,0,1,4.21,25,0,0,25.2,24,12,12,8,7,23,1.21
2016,2 Teams,,169,1,1,5.49,39,0,0,39.1,45,24,24,13,10,35,1.40
2017,SEA,AL,29,0,0,15.00,6,0,0,6.0,9,10,10,3,4,6,2.17
2017,PHI,NL,33,0,1,10.50,4,0,0,6.0,14,7,7,2,2,4,2.67
