Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2021,MIN,AL,100,2,1,4.05,5,5,0,26.2,16,12,12,4,5,30,0.79
2022,MIN,AL,604,13,8,3.55,27,27,0,147.0,115,60,58,20,47,151,1.10
