Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2015,NYY,AL,68,1,1,4.02,17,0,0,15.2,16,8,7,2,5,15,1.34
2018,SEA,AL,77,0,0,6.11,13,0,0,17.2,19,12,12,6,6,16,1.42
