Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,LAA,AL,35,0,0,2.00,7,0,0,9.0,7,2,2,1,4,7,1.22
2018,BOS,AL,124,2,0,1.60,34,0,0,33.2,19,6,6,2,7,29,0.77
2019,BOS,AL,241,2,4,4.85,62,0,7,55.2,51,33,30,9,21,61,1.29
2020,BOS,AL,110,1,0,3.96,25,1,0,25.0,24,12,11,2,11,30,1.40
2021,BOS,AL,50,1,1,1.50,13,0,0,12.0,12,5,2,2,4,9,1.33
2022,BOS,AL,263,0,3,5.78,68,0,1,62.1,68,43,40,9,13,64,1.30
