Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2005,LAD,NL,68,1,0,5.93,14,0,0,13.2,13,11,9,0,12,22,1.83
2006,LAD,NL,320,4,1,2.59,68,0,3,76.1,61,25,22,7,33,97,1.23
2007,LAD,NL,334,4,4,2.85,83,0,2,82.0,69,30,26,6,25,99,1.15
2008,LAD,NL,285,3,5,3.13,70,0,14,69.0,54,29,24,2,27,88,1.17
2009,LAD,NL,300,7,2,2.61,73,0,36,76.0,44,24,22,4,29,114,0.96
2010,LAD,NL,271,5,6,4.04,64,0,22,62.1,64,30,28,4,28,73,1.48
2011,LAD,NL,62,1,2,5.68,14,0,7,12.2,15,10,8,2,9,10,1.89
2012,KC,AL,151,1,2,2.27,35,0,23,35.2,36,11,9,1,14,25,1.40
2012,CIN,NL,87,3,3,2.82,25,0,4,22.1,20,7,7,1,3,20,1.03
2012,2 Teams,,238,4,5,2.48,60,0,27,58.0,56,18,16,2,17,45,1.26
2013,CIN,NL,133,2,2,4.11,34,0,0,30.2,27,17,14,4,12,25,1.27
2014,CIN,NL,189,4,2,1.86,51,0,7,48.1,32,10,10,3,17,37,1.01
2014,MIL,NL,42,0,1,4.35,11,0,0,10.1,9,5,5,1,2,12,1.06
2014,2 Teams,,231,4,3,2.30,62,0,7,58.2,41,15,15,4,19,49,1.02
2015,MIL,NL,156,1,2,5.89,40,0,0,36.2,41,24,24,5,10,37,1.39
2015,STL,NL,101,3,3,2.66,26,0,0,23.2,20,8,7,2,12,26,1.35
2015,2 Teams,,257,4,5,4.62,66,0,0,60.1,61,32,31,7,22,63,1.38
2016,STL,NL,259,4,2,4.30,66,0,0,60.2,52,32,29,7,24,57,1.25
