Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2014,TOR,AL,534,11,6,3.65,26,20,1,130.2,125,56,53,7,28,111,1.17
2015,TOR,AL,103,4,0,1.67,4,4,0,27.0,20,5,5,2,6,18,0.96
2016,TOR,AL,855,9,10,4.37,32,32,0,204.0,209,104,99,21,54,166,1.29
2017,TOR,AL,834,13,9,3.09,33,33,0,201.0,201,82,69,21,62,164,1.31
2018,TOR,AL,449,4,9,5.54,19,19,0,102.1,115,68,63,9,36,77,1.48
2019,TOR,AL,513,6,11,2.96,21,21,0,124.2,118,50,41,10,35,99,1.23
2019,NYM,NL,261,4,2,3.77,11,11,0,59.2,65,27,25,8,23,60,1.47
2019,2 Teams,,774,10,13,3.22,32,32,0,184.1,183,77,66,18,58,159,1.31
2021,NYM,NL,730,10,13,3.02,33,33,0,179.0,161,70,60,17,44,158,1.15
2022,CHC,NL,569,6,7,3.50,25,25,0,138.2,123,61,54,16,36,119,1.15
