Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1997,SEA,AL,234,2,4,6.96,12,9,0,53.0,59,43,41,11,20,39,1.49
1997,BOS,AL,64,0,2,3.38,8,0,0,16.0,15,6,6,0,3,13,1.13
1997,2 Teams,,298,2,6,6.13,20,9,0,69.0,74,49,47,11,23,52,1.41
1998,BOS,AL,527,3,9,4.02,63,10,4,123.0,126,65,55,5,42,77,1.37
1999,BOS,AL,436,6,3,2.63,74,0,15,109.1,84,35,32,7,25,80,1.00
2000,BOS,AL,379,4,4,2.56,74,0,42,91.1,90,27,26,6,22,79,1.23
2001,BOS,AL,404,5,10,3.53,67,3,24,91.2,103,39,36,7,29,82,1.44
2002,BOS,AL,854,21,8,2.58,32,32,0,219.2,166,65,63,12,48,127,0.97
2003,BOS,AL,886,17,7,4.47,33,33,0,203.1,216,113,101,17,72,110,1.42
2004,BOS,AL,839,14,12,5.42,33,33,0,182.2,224,138,110,15,71,105,1.61
2005,LAD,NL,934,12,15,3.61,35,35,0,222.0,223,113,89,28,55,146,1.25
2006,LAD,NL,913,16,8,3.63,35,34,0,218.0,221,97,88,14,55,123,1.27
2007,LAD,NL,831,12,14,3.88,33,32,0,199.1,194,100,86,20,59,147,1.27
2008,LAD,NL,851,14,11,3.24,34,34,0,211.0,194,84,76,14,45,147,1.13
2009,ATL,NL,855,15,10,4.67,34,34,0,194.2,232,109,101,16,63,111,1.52
2010,ATL,NL,824,16,12,4.00,33,33,0,193.2,204,88,86,18,61,136,1.37
2011,ATL,NL,830,9,17,5.05,34,34,0,187.0,212,110,105,14,70,137,1.51
2012,CLE,AL,542,8,10,5.52,21,21,0,119.0,156,79,73,8,45,41,1.69
2012,NYY,AL,98,1,1,3.04,17,0,1,23.2,24,9,8,2,6,14,1.27
2012,2 Teams,,640,9,11,5.11,38,21,1,142.2,180,88,81,10,51,55,1.62
