Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,TB,AL,95,0,0,5.85,21,0,0,20.0,26,13,13,6,12,29,1.90
2018,TB,AL,263,2,3,2.98,59,29,0,66.1,45,23,22,8,27,81,1.09
2019,TB,AL,228,0,2,3.40,41,27,0,55.2,44,24,21,7,20,61,1.15
2019,MIA,NL,99,0,2,5.48,22,0,1,21.1,17,15,13,4,19,28,1.69
2019,2 Teams,,327,0,4,3.97,63,27,1,77.0,61,39,34,11,39,89,1.30
2020,MIA,NL,48,0,0,7.20,9,0,0,10.0,11,8,8,3,8,11,1.90
2021,HOU,AL,290,3,5,3.42,72,0,2,68.1,46,32,26,8,37,83,1.21
2022,HOU,AL,224,2,1,1.15,59,0,1,54.2,36,8,7,2,31,62,1.23
