Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,TB,AL,540,6,8,4.84,21,21,0,124.2,141,69,67,18,38,104,1.44
2007,TB,AL,874,12,8,3.85,31,31,0,215.0,202,98,92,28,36,184,1.11
2008,TB,AL,877,14,8,3.56,33,33,0,215.0,208,94,85,24,40,160,1.15
2009,TB,AL,930,11,12,4.14,33,33,0,219.2,239,113,101,29,52,167,1.32
2010,TB,AL,899,13,15,5.18,34,33,0,203.1,246,128,117,34,51,187,1.46
2011,TB,AL,975,16,12,2.82,33,33,0,249.1,195,83,78,26,65,225,1.04
2012,TB,AL,944,15,10,3.52,33,33,0,227.2,208,103,89,25,58,223,1.17
2013,KC,AL,946,13,9,3.15,34,34,0,228.2,215,82,80,20,68,196,1.24
2014,KC,AL,939,14,8,3.21,34,34,0,227.0,224,95,81,23,44,180,1.18
2015,SD,NL,860,13,7,3.91,33,33,0,202.1,189,93,88,33,81,216,1.33
2016,SD,NL,284,2,7,4.28,11,11,0,67.1,69,33,32,9,27,57,1.43
2016,CWS,AL,538,4,12,6.77,22,22,0,114.1,139,89,86,31,55,78,1.70
2016,2 Teams,,822,6,19,5.85,33,33,0,181.2,208,122,118,40,82,135,1.60
2017,CWS,AL,516,5,7,5.23,21,21,0,117.0,116,72,68,27,53,103,1.44
