Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,STL,NL,152,3,1,0.45,45,0,0,39.2,17,2,2,1,18,50,0.88
2014,STL,NL,140,1,4,6.82,37,0,0,30.1,32,23,23,5,16,37,1.58
2015,STL,NL,312,7,1,2.17,81,0,6,74.2,53,20,18,4,34,90,1.17
2016,STL,NL,248,6,3,2.77,67,0,3,61.2,42,20,19,10,26,66,1.10
2017,STL,NL,151,1,1,4.98,39,0,1,34.1,35,19,19,4,20,36,1.60
2017,PHI,NL,21,0,0,3.60,7,0,0,5.0,4,2,2,1,2,7,1.20
