Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2001,TB,AL,498,7,8,4.44,20,20,0,117.2,122,63,58,16,34,78,1.33
2002,TB,AL,840,8,11,4.53,30,30,0,196.2,204,114,99,23,55,109,1.32
2003,TB,AL,619,3,12,6.13,32,22,1,133.2,167,101,91,19,47,77,1.60
2004,COL,NL,705,9,7,3.66,27,27,0,162.1,163,68,66,17,67,117,1.42
2005,COL,NL,442,4,8,7.04,16,16,0,92.0,128,81,72,12,44,52,1.87
2005,OAK,AL,262,4,5,4.45,19,8,0,60.2,64,33,30,8,20,45,1.38
2005,2 Teams,,704,8,13,6.01,35,24,0,152.2,192,114,102,20,64,97,1.68
2006,OAK,AL,148,4,1,2.31,39,0,1,35.0,34,10,9,1,13,29,1.34
2007,OAK,AL,450,3,9,4.37,27,16,0,101.0,109,53,49,9,48,42,1.55
2007,AZ,NL,19,0,0,20.25,3,0,0,2.2,4,7,6,0,2,1,2.25
2007,TOR,AL,32,1,0,5.14,9,0,0,7.0,6,6,4,0,5,8,1.57
