Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,TEX,AL,41,0,2,9.35,8,0,0,8.2,8,10,9,4,7,15,1.73
2019,TB,AL,58,2,1,5.11,13,0,2,12.1,17,10,7,1,3,13,1.62
2019,2 Teams,,99,2,3,6.86,21,0,2,21.0,25,20,16,5,10,28,1.67
2020,TB,AL,117,6,3,2.70,27,2,0,26.2,23,9,8,2,14,39,1.39
2021,TB,AL,189,3,6,3.59,47,0,5,42.2,40,22,17,2,21,56,1.43
2022,TB,AL,87,0,0,1.13,24,0,8,24.0,13,3,3,1,3,38,0.67
