Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2007,KC,AL,54,0,1,2.13,4,1,0,12.2,11,4,3,1,4,5,1.18
2008,KC,AL,566,6,12,5.51,22,22,0,129.0,143,84,79,12,47,72,1.47
2009,KC,AL,631,7,13,6.55,25,25,0,143.0,167,109,104,23,46,106,1.49
2010,KC,AL,450,6,6,4.81,18,17,0,103.0,110,61,55,9,37,76,1.43
2011,KC,AL,835,11,11,4.68,31,31,0,198.0,192,110,103,23,62,128,1.28
2012,KC,AL,800,8,16,5.73,32,32,0,185.1,202,127,118,27,61,144,1.42
2013,KC,AL,262,5,2,1.92,58,0,2,70.1,41,15,15,8,17,82,0.82
2015,KC,AL,214,1,1,3.73,49,0,1,50.2,49,23,21,7,16,49,1.28
