Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2009,NYY,AL,74,0,1,3.86,13,0,0,16.1,13,8,7,0,10,10,1.41
2010,NYY,AL,19,0,0,9.00,2,0,0,4.0,7,5,4,1,0,3,1.75
2010,HOU,NL,71,2,0,3.12,20,0,0,17.1,12,8,6,1,8,19,1.15
2010,2 Teams,,90,2,0,4.22,22,0,0,21.1,19,13,10,2,8,22,1.27
2011,HOU,NL,309,8,4,2.78,71,0,20,74.1,65,28,23,5,26,66,1.22
2012,BOS,AL,194,0,2,6.20,41,0,1,45.0,45,31,31,8,12,41,1.27
2013,PIT,NL,279,3,2,1.39,72,0,16,71.0,60,15,11,1,8,70,0.96
2014,PIT,NL,277,3,5,1.90,72,0,33,71.0,51,15,15,2,11,71,0.87
2015,PIT,NL,293,3,2,2.23,78,0,51,76.2,57,22,19,4,14,62,0.93
2016,PIT,NL,163,1,1,1.51,45,0,30,41.2,31,10,7,2,9,38,0.96
2016,WSH,NL,107,1,1,1.82,30,0,17,29.2,21,6,6,1,3,27,0.81
2016,2 Teams,,270,2,2,1.64,75,0,47,71.1,52,16,13,3,12,65,0.90
2017,SF,NL,130,1,2,4.50,32,0,11,30.0,37,16,15,3,6,29,1.43
2018,SF,NL,174,1,4,3.23,41,0,3,39.0,48,18,14,2,14,31,1.59
2019,SF,NL,195,4,2,3.50,43,0,1,46.1,49,19,18,3,16,44,1.40
2019,ATL,NL,89,1,0,3.86,23,0,11,21.0,22,9,9,1,2,24,1.14
2019,2 Teams,,284,5,2,3.61,66,0,12,67.1,71,28,27,4,18,68,1.32
2020,ATL,NL,95,2,1,2.78,23,0,11,22.2,22,8,7,1,7,14,1.28
2021,SD,NL,265,4,3,2.23,64,0,39,64.2,54,21,16,4,25,59,1.22
