Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2004,PHI,NL,126,2,0,3.49,6,4,0,28.1,25,11,11,1,16,24,1.45
2005,PHI,NL,127,1,2,10.04,7,4,0,26.0,30,31,29,5,16,17,1.77
2006,PHI,NL,264,4,3,7.29,11,11,0,54.1,70,48,44,14,32,34,1.88
2007,CWS,AL,314,1,5,5.27,16,10,0,70.0,85,45,41,17,19,49,1.49
2008,CWS,AL,878,17,8,3.84,33,33,0,206.1,190,107,88,30,70,145,1.26
2009,CWS,AL,797,11,11,4.06,30,30,0,193.0,178,93,87,21,59,163,1.23
2010,CWS,AL,798,10,13,4.08,31,31,0,187.1,199,92,85,14,58,151,1.37
2011,CWS,AL,798,12,13,4.37,31,30,0,193.2,180,97,94,22,45,151,1.16
2012,CWS,AL,724,12,11,4.29,29,29,0,168.0,166,84,80,22,63,144,1.36
2013,CWS,AL,110,0,4,5.18,5,5,0,24.1,27,15,14,4,12,25,1.60
2014,ATL,NL,229,2,2,2.65,9,9,0,54.1,55,23,16,6,13,45,1.25
2015,CLE,AL,55,0,0,2.70,7,0,0,13.1,11,4,4,0,4,7,1.13
