Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2003,STL,NL,320,3,7,5.08,14,14,0,72.2,84,44,41,9,22,43,1.46
2004,STL,NL,195,3,3,4.50,14,5,0,46.0,45,23,23,4,17,32,1.35
2005,OAK,AL,897,14,12,3.73,34,34,0,217.0,212,101,90,26,53,163,1.22
2006,OAK,AL,930,14,13,4.12,34,34,0,223.0,224,109,102,31,45,176,1.21
2007,OAK,AL,935,15,9,3.07,34,34,0,222.2,214,91,76,24,55,192,1.21
2008,AZ,NL,881,16,8,3.33,33,33,0,216.0,204,86,80,19,40,206,1.13
2009,AZ,NL,909,14,10,3.14,33,33,0,229.1,192,83,80,27,38,223,1.00
2010,AZ,NL,607,7,8,4.60,21,21,0,141.0,161,79,72,23,29,141,1.35
2010,LAA,AL,387,5,4,2.87,14,14,0,94.0,84,31,30,8,25,75,1.16
2010,2 Teams,,994,12,12,3.91,35,35,0,235.0,245,110,102,31,54,216,1.27
2011,LAA,AL,953,16,10,3.17,35,34,0,238.1,211,91,84,20,33,192,1.02
2012,LAA,AL,747,12,13,4.33,30,30,0,176.2,190,95,85,28,38,142,1.29
2013,WSH,NL,717,10,14,4.67,31,30,1,169.2,179,92,88,28,31,151,1.24
2014,LAD,NL,776,13,11,4.02,32,32,0,186.0,183,101,83,27,36,145,1.18
2015,MIA,NL,524,7,7,3.42,21,21,0,129.0,116,50,49,21,25,88,1.09
2015,CHC,NL,244,4,2,4.01,11,11,0,58.1,58,29,26,10,13,44,1.22
