Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,FLA,NL,613,11,11,4.82,35,22,0,140.0,157,86,75,20,41,99,1.41
2007,FLA,NL,99,1,2,5.48,5,4,0,21.1,26,16,13,3,9,11,1.64
2008,FLA,NL,868,15,8,3.52,34,32,0,212.1,192,88,83,28,42,186,1.10
2009,FLA,NL,785,13,9,5.06,31,31,0,185.0,188,111,104,23,44,195,1.25
2010,FLA,NL,665,14,9,4.51,26,26,0,157.2,169,82,79,24,33,147,1.28
2011,FLA,NL,891,10,12,4.67,33,33,0,206.0,244,117,107,20,44,148,1.40
2012,MIA,NL,832,12,13,4.48,31,31,0,191.0,214,100,95,18,47,125,1.37
2013,MIA,NL,468,5,8,3.85,18,18,0,112.1,112,50,48,11,25,90,1.22
2013,LAD,NL,366,8,3,3.52,16,15,0,87.0,83,40,34,6,21,75,1.20
2013,2 Teams,,834,13,11,3.70,34,33,0,199.1,195,90,82,17,46,165,1.21
2014,MIN,AL,695,6,12,5.38,27,27,0,159.0,203,96,95,22,38,115,1.52
2015,MIN,AL,173,5,2,6.75,9,8,0,37.1,50,31,28,3,14,35,1.71
2016,MIN,AL,527,4,8,5.13,21,21,0,124.2,139,77,71,18,29,93,1.35
2016,LAA,AL,290,4,6,3.21,11,11,0,73.0,63,27,26,8,15,51,1.07
2016,2 Teams,,817,8,14,4.42,32,32,0,197.2,202,104,97,26,44,144,1.24
