Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,ATL,NL,327,3,3,3.13,31,11,0,77.2,76,29,27,3,27,77,1.33
2014,ATL,NL,694,11,11,2.78,35,24,0,171.2,151,58,53,16,45,170,1.14
2015,ATL,NL,509,7,6,3.54,20,20,0,119.1,132,50,47,8,36,90,1.41
2015,LAD,NL,292,5,6,4.35,12,12,0,70.1,66,36,34,7,23,49,1.27
2015,2 Teams,,801,12,12,3.84,32,32,0,189.2,198,86,81,15,59,139,1.36
2016,LAD,NL,255,1,4,3.73,14,10,0,60.1,56,30,25,5,20,66,1.26
2017,LAD,NL,614,16,3,2.72,27,25,0,152.1,123,50,46,15,38,151,1.06
2018,LAD,NL,637,9,7,3.68,33,27,0,151.2,143,70,62,14,40,135,1.21
2019,CIN,NL,153,1,3,5.80,7,7,0,35.2,41,25,23,11,9,30,1.40
2020,LAD,NL,65,0,1,6.39,9,2,0,12.2,17,11,9,2,6,15,1.82
2021,SF,NL,585,10,4,3.83,26,26,0,138.2,125,63,59,14,39,152,1.18
2022,SF,NL,555,8,12,5.10,26,26,0,130.2,132,78,74,17,30,131,1.24
