Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,SEA,AL,57,0,0,4.09,15,0,0,11.0,18,9,5,2,6,6,2.18
2007,SEA,AL,221,7,1,4.47,56,0,0,52.1,45,26,26,1,20,36,1.24
2008,SEA,AL,42,0,1,20.25,7,0,0,6.2,16,15,15,2,4,4,3.00
2009,ATL,NL,236,2,1,3.04,78,0,0,56.1,52,23,19,2,18,39,1.24
2010,ATL,NL,181,3,2,2.45,56,0,0,44.0,37,14,12,2,18,36,1.25
2011,ATL,NL,301,2,4,0.98,78,0,0,73.2,59,9,8,2,21,67,1.09
2012,ATL,NL,230,3,0,1.73,64,0,0,57.1,47,14,11,3,19,46,1.15
2013,ATL,NL,70,3,0,2.50,19,0,0,18.0,12,5,5,2,5,11,0.94
2014,OAK,AL,80,1,0,2.25,21,0,1,20.0,15,5,5,3,4,15,0.95
2015,OAK,AL,108,1,2,5.91,25,0,0,21.1,29,17,14,1,13,15,1.97
2015,NYM,NL,51,0,0,13.50,16,0,0,8.2,18,13,13,1,5,6,2.65
2015,2 Teams,,159,1,2,8.10,41,0,0,30.0,47,30,27,2,18,21,2.17
2016,ATL,NL,136,1,4,6.91,39,0,0,28.2,39,25,22,3,11,22,1.74
