Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,CWS,AL,91,1,3,4.50,30,0,0,22.0,13,11,11,4,15,17,1.27
2018,CWS,AL,144,0,1,4.26,37,0,0,31.2,40,19,15,1,10,35,1.58
2019,CWS,AL,262,0,0,2.13,58,0,1,67.2,43,17,16,4,24,60,0.99
2020,CWS,AL,38,1,0,0.96,9,0,0,9.1,5,1,1,0,5,14,1.07
2021,CWS,AL,242,5,5,3.51,62,0,2,56.1,42,28,22,3,29,75,1.26
2022,CWS,AL,117,2,1,2.36,32,0,2,26.2,30,11,7,2,10,30,1.50
