Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2016,OAK,AL,112,2,0,2.15,5,5,0,29.1,20,10,7,4,4,23,0.82
2017,OAK,AL,566,9,10,5.58,24,24,0,129.0,133,91,80,28,53,105,1.44
2021,TEX,AL,137,2,0,3.52,23,0,0,30.2,28,12,12,2,15,30,1.40
2022,MIN,AL,144,2,2,2.83,25,0,0,35.0,23,13,11,7,16,31,1.11
2022,SF,NL,37,2,0,6.75,5,0,0,8.0,11,7,6,0,4,8,1.88
