Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2017,SD,NL,180,3,2,4.19,46,0,1,43.0,41,23,20,10,14,46,1.28
2018,SD,NL,214,0,2,4.37,45,0,0,47.1,50,25,23,3,23,55,1.54
2019,SD,NL,115,0,0,7.77,21,0,0,24.1,34,22,21,6,6,20,1.64
2019,CLE,AL,48,0,0,2.92,9,0,0,12.1,4,5,4,1,6,13,0.81
2019,2 Teams,,163,0,0,6.14,30,0,0,36.2,38,27,25,7,12,33,1.36
2020,CLE,AL,96,3,3,4.57,23,0,0,21.2,23,14,11,1,6,32,1.34
2021,CLE,AL,178,2,0,4.57,38,1,0,41.1,36,21,21,4,20,61,1.35
2021,HOU,AL,119,4,0,4.97,27,0,0,25.1,29,15,14,2,12,24,1.62
2021,2 Teams,,297,6,0,4.73,65,1,0,66.2,65,36,35,6,32,85,1.46
2022,HOU,AL,281,0,2,3.84,67,0,0,65.2,58,34,28,10,24,73,1.25
