Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2012,PIT,NL,26,0,0,1.93,8,0,0,4.2,10,1,1,0,3,7,2.79
2013,PIT,NL,295,6,1,2.08,58,0,0,73.2,50,17,17,4,28,59,1.06
2014,PIT,NL,256,3,4,4.20,70,0,0,60.0,49,30,28,4,30,61,1.32
2015,NYY,AL,244,5,0,3.10,74,0,0,61.0,49,21,21,3,20,66,1.13
2016,DET,AL,251,4,5,4.14,66,0,1,58.2,61,29,27,6,17,65,1.33
2017,DET,AL,157,3,4,2.68,42,0,13,40.1,22,12,12,5,16,55,0.94
2017,CHC,NL,91,1,0,5.09,23,0,0,17.2,18,11,10,0,19,25,2.09
2017,2 Teams,,248,4,4,3.41,65,0,13,58.0,40,23,22,5,35,80,1.29
2018,CHC,NL,236,4,5,3.46,71,0,0,54.2,45,22,21,5,33,69,1.43
2019,NYM,NL,166,4,2,2.54,45,0,4,39.0,33,12,11,4,19,44,1.33
2020,NYM,NL,86,2,1,3.66,23,0,0,19.2,18,10,8,1,9,23,1.37
2021,NYY,AL,83,1,1,7.50,21,0,0,18.0,18,17,15,5,9,15,1.50
2021,CIN,NL,66,0,0,2.81,21,0,0,16.0,14,5,5,1,7,14,1.31
2021,2 Teams,,149,1,1,5.29,42,0,0,34.0,32,22,20,6,16,29,1.41
