Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2013,MIN,AL,238,2,4,6.53,10,10,0,51.0,69,38,37,7,20,29,1.75
2014,MIN,AL,757,13,12,4.47,31,31,0,179.1,178,91,89,12,57,107,1.31
2015,MIN,AL,821,11,11,3.84,32,32,0,194.2,186,88,83,18,65,145,1.29
2016,MIN,AL,653,6,11,5.07,25,25,0,147.1,175,89,83,20,55,104,1.56
2017,MIN,AL,693,12,10,5.07,29,29,0,158.0,182,93,89,24,60,121,1.53
2018,MIN,AL,826,10,13,3.62,32,32,0,196.2,177,88,79,23,79,179,1.30
2019,MIN,AL,706,13,7,4.84,34,29,0,160.0,175,99,86,23,56,160,1.44
2020,TEX,AL,301,2,6,5.35,12,12,0,67.1,73,44,40,12,30,58,1.53
2021,TEX,AL,460,6,3,2.87,19,19,0,113.0,92,38,36,9,41,94,1.18
2021,PHI,NL,294,4,6,5.09,12,11,0,69.0,66,40,39,8,23,61,1.29
2021,2 Teams,,754,10,9,3.71,31,30,0,182.0,158,78,75,17,64,155,1.22
2022,PHI,NL,718,10,8,5.05,31,31,0,167.2,176,98,94,24,48,144,1.34
