Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,SF,NL,126,2,2,5.74,6,6,0,26.2,32,18,17,1,17,13,1.84
2013,SF,NL,18,0,1,23.63,1,1,0,2.2,9,7,7,2,0,0,3.38
2014,CWS,AL,107,2,0,4.81,35,0,0,24.1,22,14,13,3,13,20,1.44
2015,LAD,NL,16,0,0,10.80,1,0,0,3.1,4,4,4,2,1,4,1.50
