Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2006,NYM,NL,99,2,1,5.48,4,4,0,21.1,25,14,13,1,12,13,1.73
2007,NYM,NL,342,3,8,5.57,15,13,0,72.2,85,47,45,6,39,45,1.71
2008,NYM,NL,851,13,11,3.72,32,32,0,200.2,209,86,83,12,64,110,1.36
2009,NYM,NL,824,10,12,5.03,31,31,0,184.1,213,112,103,18,66,107,1.51
2010,NYM,NL,870,15,9,3.66,34,33,1,204.0,213,88,83,12,68,113,1.38
2011,NYM,NL,860,7,13,4.74,34,33,0,193.2,220,111,102,21,65,105,1.47
2012,NYM,NL,85,0,0,2.29,3,3,0,19.2,24,5,5,0,4,13,1.42
2013,MIN,AL,680,5,13,5.19,29,29,0,152.2,184,92,88,13,53,101,1.55
2014,MIN,AL,119,0,3,7.99,5,5,0,23.2,29,23,21,5,18,10,1.99
2015,MIN,AL,714,6,11,4.26,30,30,0,164.2,198,86,78,11,45,86,1.48
2016,DET,AL,541,4,10,5.07,24,22,0,119.0,160,76,67,15,46,56,1.73
