Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019,NYM,NL,34,0,1,10.80,7,0,0,6.2,12,8,8,2,2,6,2.10
2021,NYM,NL,12,0,1,6.00,1,0,0,3.0,3,2,2,2,0,5,1.00
2022,NYM,NL,95,1,1,2.45,12,0,0,22.0,20,10,6,4,7,21,1.23
