Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
1992,SD,NL,64,0,0,6.43,3,3,0,14.0,17,10,10,2,5,15,1.57
1993,SD,NL,571,4,13,4.56,24,24,0,128.1,143,75,65,16,42,70,1.44
1994,SD,NL,78,0,0,5.82,12,0,0,17.0,21,13,11,1,5,11,1.53
1995,HOU,NL,339,6,4,4.19,36,7,1,77.1,87,40,36,10,22,39,1.41
1996,HOU,NL,231,1,5,4.58,23,4,0,53.0,58,31,27,7,23,34,1.53
1997,DET,AL,332,3,4,3.23,61,4,2,78.0,74,31,28,10,36,60,1.41
1998,DET,AL,247,5,2,2.73,60,0,0,62.2,47,23,19,2,18,55,1.04
1999,DET,AL,326,4,4,2.52,70,0,2,82.0,60,23,23,7,25,78,1.04
2000,DET,AL,221,5,4,4.09,49,0,0,50.2,57,25,23,5,14,41,1.40
2004,TEX,AL,232,4,1,4.13,43,0,1,52.1,54,29,24,2,20,43,1.41
2005,TEX,AL,344,5,3,5.52,61,0,1,73.1,90,48,45,2,34,61,1.69
2006,SD,NL,119,2,2,4.76,25,0,0,28.1,27,16,15,1,8,19,1.24
2007,SD,NL,319,5,1,3.05,67,0,0,76.2,66,33,26,8,24,43,1.17
2008,HOU,NL,286,7,5,3.93,72,0,2,68.2,63,30,30,8,21,64,1.22
