Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018,BAL,AL,16,0,0,13.50,1,0,0,3.1,6,5,5,1,0,4,1.80
2019,BAL,AL,637,12,11,3.60,31,27,0,155.0,138,68,62,23,38,121,1.14
2020,BAL,AL,176,2,4,4.53,10,10,0,43.2,36,22,22,12,7,42,0.98
2021,BAL,AL,590,6,9,3.62,26,26,0,146.2,125,64,59,30,26,134,1.03
