Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2011,PIT,NL,174,2,2,3.95,43,0,0,41.0,34,18,18,6,20,37,1.32
2012,PIT,NL,215,5,2,3.38,68,0,0,53.1,37,21,20,5,23,53,1.13
2013,PIT,NL,280,3,1,2.39,67,0,2,71.2,51,19,19,5,12,54,0.88
2014,PIT,NL,305,10,2,1.63,78,0,2,77.1,64,16,14,5,15,81,1.02
2015,PIT,NL,293,4,1,1.91,77,0,1,75.1,55,17,16,3,17,62,0.96
2016,PIT,NL,272,2,5,3.06,70,0,15,67.2,52,26,23,10,20,58,1.06
2017,PIT,NL,209,5,3,3.66,47,0,10,46.2,57,20,19,7,14,35,1.52
2017,LAD,NL,82,2,1,2.70,24,0,0,20.0,15,6,6,2,6,18,1.05
2017,2 Teams,,291,7,4,3.38,71,0,10,66.2,72,26,25,9,20,53,1.38
2018,SF,NL,261,4,6,2.59,72,0,0,66.0,54,19,19,4,14,72,1.03
2019,SF,NL,231,2,2,4.17,60,0,0,54.0,56,26,25,9,12,41,1.26
2020,SF,NL,73,1,0,2.50,21,0,2,18.0,13,8,5,3,3,15,0.89
2021,LAA,AL,135,3,3,4.64,36,0,0,33.0,25,18,17,3,14,25,1.18
2021,SF,NL,90,4,1,2.96,26,0,0,24.1,15,8,8,1,4,19,0.78
