Season,Tm,LG,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2008,BOS,AL,365,6,5,3.16,36,9,0,88.1,68,31,31,10,40,68,1.22
2009,BOS,AL,312,3,3,4.50,31,6,0,72.0,72,38,36,7,25,67,1.35
2009,CLE,AL,256,1,7,4.55,11,10,0,57.1,56,35,29,5,35,52,1.59
2009,2 Teams,,568,4,10,4.52,42,16,0,129.1,128,73,65,12,60,119,1.45
2010,CLE,AL,802,6,13,4.70,34,29,0,180.0,197,107,94,14,73,140,1.50
2011,CLE,AL,908,12,10,3.21,34,33,0,216.0,211,89,77,11,65,158,1.28
2012,CLE,AL,906,11,15,4.93,34,34,0,206.1,212,122,113,18,88,159,1.45
2013,CLE,AL,803,14,10,3.45,32,29,0,193.0,156,75,74,13,76,195,1.20
2014,CLE,AL,452,4,6,5.51,19,19,0,98.0,106,66,60,6,56,93,1.65
2014,STL,NL,140,3,3,7.04,9,6,0,30.2,35,24,24,6,13,23,1.57
2014,2 Teams,,592,7,9,5.88,28,25,0,128.2,141,90,84,12,69,116,1.63
