Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2020,25,571,92,6,6.5,4.2,87.8,107.5,7.8,29.3,.224,.351,.268,.295,.340,32.6,24.6,9.2,3.97,3.66
2021,26,1909,347,28,8.1,5.5,89.2,118.5,6.7,31.4,.265,.419,.336,.333,.390,43.5,22.3,8.4,4.51,4.76
2022,27,2548,460,41,8.9,6.1,87.9,114.4,5.4,30.0,.250,.400,.344,.327,.366,38.0,20.4,9.2,4.46,4.49
