Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2017,22,369,63,1,1.6,1.1,86.2,106.0,8.4,27.0,.249,.336,.313,.323,.310,22.2,15.2,12.0,2.70,4.51
2018,23,2071,340,31,9.1,6.1,90.1,112.9,14.1,37.1,.264,.437,.360,.338,.397,40.3,21.7,10.5,4.98,4.93
2019,24,2211,387,29,7.5,5.2,89.2,111.7,9.4,32.3,.249,.426,.326,.313,.381,37.6,23.2,6.1,5.14,4.32
2020,25,852,116,7,6.0,3.5,87.4,108.5,20.8,33.6,.189,.345,.290,.284,.340,39.7,29.9,10.4,3.59,3.37
2021,26,3196,475,31,6.5,4.1,87.8,117.4,13.3,34.1,.229,.363,.308,.298,.369,34.3,27.7,8.4,3.75,3.73
2022,27,2101,332,25,7.5,5.0,88.7,113.0,17.9,31.9,.214,.358,.303,.291,.348,38.3,25.0,8.5,4.40,3.49
