Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2015,30,1053,228,11,4.8,3.9,87.7,112.4,11.2,31.1,.242,.396,.253,.288,.331,28.9,15.5,4.2,2.33,3.39
2016,31,799,159,4,2.5,1.9,86.4,111.4,11.1,30.2,.245,.359,.266,.298,.318,28.3,16.2,9.3,2.53,3.72
2017,32,1020,188,6,3.2,2.2,85.6,108.4,10.6,30.9,.225,.357,.301,.276,.341,29.0,25.2,7.2,3.39,3.22
