Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,23,272,43,5,11.6,7.8,91.2,110.6,14.3,44.2,.308,.543,.403,.408,.464,39.5,18.8,14.1,9.95,7.69
2018,25,243,43,0,0.0,0.0,86.3,107.6,19.9,23.3,.186,.276,.200,.239,.264,32.6,22.6,8.1,0.54,2.38
2019,26,514,86,2,2.3,1.5,87.4,107.3,18.1,27.9,.181,.293,.230,.237,.285,31.7,26.0,6.9,3.58,2.43
2020,27,427,63,3,4.8,2.8,86.0,108.1,14.7,23.8,.183,.318,.247,.265,.321,31.7,29.2,10.4,1.80,2.92
2021,28,749,133,9,6.8,4.6,87.9,111.0,11.9,30.8,.263,.415,.310,.331,.377,34.6,20.1,11.3,4.33,4.69
