Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,21,398,77,7,9.1,6.9,91.4,113.6,12.5,39.0,.336,.575,.415,.425,.441,42.9,10.9,11.9,6.75,8.54
2017,22,704,130,5,3.8,2.8,86.9,109.3,14.0,28.5,.243,.393,.277,.306,.342,34.1,19.0,6.7,2.38,4.01
2018,23,3007,545,38,7.0,4.9,88.7,114.4,13.3,30.5,.256,.433,.345,.348,.362,37.1,16.1,11.6,6.13,5.26
2019,24,2814,416,39,9.4,5.5,88.1,117.0,17.7,37.3,.215,.368,.275,.283,.380,34.6,32.3,8.1,3.41,3.48
2020,25,1214,161,9,5.6,3.1,87.0,111.9,15.2,33.5,.196,.323,.257,.270,.353,35.4,33.7,9.7,3.48,3.04
2021,26,2970,465,31,6.7,4.3,87.7,116.7,18.3,37.4,.221,.362,.288,.280,.355,34.2,28.0,7.1,3.53,3.27
2022,27,2753,456,34,7.5,4.9,88.8,117.4,12.6,37.9,.249,.397,.344,.318,.390,39.0,25.4,8.7,4.90,4.23
