Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2018,25,134,21,1,4.8,3.1,90.6,109.5,4.8,33.3,.277,.396,.396,.365,.357,42.9,15.6,15.6,5.68,5.88
2019,26,547,94,8,8.5,6.1,90.8,109.7,11.7,36.2,.281,.519,.424,.386,.407,48.8,14.4,12.1,8.78,7.00
2020,27,33,8,0,0.0,0.0,89.2,107.9,29.3,25.0,.203,.266,.088,.208,.259,25.0,20.0,0.0,0.00,1.82
