Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2019,27,725,125,10,8.0,5.1,87.9,113.0,5.3,28.0,.218,.368,.272,.290,.340,32.8,24.1,11.8,4.56,3.67
2020,28,117,21,3,14.3,9.1,93.0,106.7,21.2,33.3,.278,.546,.360,.390,.461,57.1,21.2,15.2,3.68,6.91
