Season,Age,Pitches,Batted Balls,Barrels,Barrel %,Barrel/PA,Exit Velocity,Max EV,Launch Angle,Sweet Spot %,XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%,ERA,xERA
2016,25,248,53,2,3.8,2.8,89.7,108.5,5.0,32.1,.277,.365,.349,.298,.347,34.0,19.4,6.9,4.20,3.72
2017,26,133,36,2,5.6,4.4,86.5,106.3,8.5,36.1,.298,.449,.412,.344,.371,30.6,13.3,4.4,6.52,5.20
2018,27,993,189,5,2.6,1.8,88.0,112.1,6.2,27.5,.215,.299,.272,.256,.294,31.2,21.4,8.5,2.25,2.72
2019,28,742,143,8,5.6,4.0,87.7,111.8,10.1,28.0,.255,.388,.285,.297,.357,34.3,20.9,7.0,4.24,3.86
2020,29,371,75,2,2.7,2.0,84.6,108.0,9.2,32.0,.253,.345,.263,.283,.339,26.7,19.4,4.1,2.59,3.35
2021,30,1076,183,10,5.5,3.7,85.9,109.4,9.1,31.1,.236,.358,.255,.290,.340,32.2,23.0,9.3,2.81,3.52
2022,31,863,157,8,5.1,3.6,87.4,112.3,8.6,35.0,.232,.344,.271,.273,.324,32.5,21.8,6.8,3.02,3.05
